"PELLID","Institution","State","Recipients","Awards"
"1950","Wichita State University","KS","3179","7231036.9199999999"
"10503","Wichita Technical Institute","KS","192","375488.16999999998"
"25909","Wright Business School","KS","1217","2858388.8900000001"
"26031","Xenon International School Of Hair Design","KS","104","260851.04999999999"
"1951","Alice Lloyd College","KY","325","792219"
"15132","Appalachian Beauty School","KY","48","139412.12"
"1952","Asbury College","KY","326","739937"
"16876","Barrett & Co School Of Hair Design","KY","92","174079.37"
"16726","Beckfield College","KY","339","552036.96999999997"
"1954","Bellarmine College","KY","309","672424.32999999996"
"1955","Berea College","KY","1253","3306629.5299999998"
"1958","Brescia University","KY","222","493369"
"1959","Campbellsville University","KY","693","1677486.9099999999"
"5244","Central Kentucky Technical College","KY","24586","50793498.020000003"
"1961","Centre College Of Kentucky","KY","196","479137"
"17044","Clear Creek Baptist Bible College","KY","131","357262.53000000003"
"11725","Collins School Of Cosmetology","KY","58","143986.85999999999"
"1962","Cumberland College","KY","669","1644488"
"9313","Daymar College","KY","507","879196"
"30777","Decker College Of Business Technology","KY","179","331383"
"14959","Donta School Of Beauty Culture","KY","99","167321"
"16921","East Kentucky Beauty College","KY","40","87675"
"1963","Eastern Kentucky University","KY","4907","11452765.189999999"
"16091","Elizabethtown Beauty School","KY","28","74036.410000000003"
"35165","Ezell'S Cosmetology School","KY","21","50048.809999999998"
"1964","Georgetown College","KY","299","691844.65000000002"
"12915","Hair Design School","KY","105","203259"
"12914","Hair Design School","KY","199","337707.90999999997"
"12968","Hair Design School (The)","KY","70","139424.76000000001"
"30132","Heads Beauty College","KY","10","22736"
"30262","Head'S West Kentucky Beauty College","KY","23","49216"
"15924","Health Institute Of Louisville (The)","KY","457","899107.40000000002"
"13661","Institute Of Electronic Technology","KY","159","364588"
"16591","J & M Academy Of Cosmetology","KY","33","48156.910000000003"
"16920","Jenny Lea Academy Of Cosmetology","KY","27","61644.459999999999"
"16051","Jenny Lea Academy Of Cosmetology","KY","49","85590.279999999999"
"10424","Kaufman Beauty School","KY","48","121305.39999999999"
"1965","Kentucky Christian College","KY","196","464404"
"30021","Kentucky Mountain Bible College","KY","45","117776.45"
"1968","Kentucky State University","KY","1066","2758788"
"1969","Kentucky Wesleyan College","KY","220","509693"
"1972","Lindsey Wilson College","KY","777","1842716"
"12088","Louisville Technical Institute","KY","335","650048"
"25762","Mid-Continent College","KY","306","645345.16000000003"
"1975","Midway College","KY","340","672909.55000000005"
"1976","Morehead State University","KY","3775","9516998.8100000005"
"31067","Motif Beauty Academy","KY","51","126119.10000000001"
"31035","Mr. Jim'S Beauty College","KY","26","61132.739999999998"
"1977","Murray State University","KY","2436","5794880.6799999997"
"10489","National College Of Business And Technology","KY","1357","2906472.7599999998"
"9275","Northern Kentucky University","KY","2513","5836224.0099999998"
"30292","Nu Tek Academy Of Beauty","KY","29","74716"
"16444","Pat Wilson Beauty College","KY","29","46187"
"1980","Pikeville College","KY","520","1366092.75"
"17103","Pj'S College Of Cosmetology","KY","35","76232.619999999995"
"16552","Pj'S College Of Cosmetology","KY","205","419963.88"
"14493","Rets Institute Of Technology","KY","713","1419051.0900000001"
"1983","Saint Catharine College","KY","324","778792"
"17182","Southeast School Of Cosmetology","KY","32","67273.990000000005"
"1960","Spalding University","KY","378","803827"
"4618","Spencerian College","KY","827","1655886"
"4619","Sullivan College","KY","2375","4489521"
"14908","The Hair Design School","KY","67","108977"
"12916","The Hair Design School","KY","91","174806.5"
"12917","The Hair Design School (Radcliff)","KY","107","210943.64999999999"
"2001","Thomas More College","KY","289","561012"
"1987","Transylvania University","KY","202","483350"
"15894","Trend Setters' Academy Of Beauty Culture","KY","152","253134.5"
"15994","Tri State Beauty Academy","KY","30","80625"
"1988","Union College","KY","366","961361"
"1989","University Of Kentucky","KY","5857","13391177.699999999"
"1999","University Of Louisville","KY","3356","7693618"
"2002","Western Kentucky University","KY","5059","11502401"
"17180","Academy Of Creative Hair Design","LA","59","127669"
"16791","Alexandria Academy Of Beauty Culture Inc.","LA","96","244018.84"
"26010","American School Of Business","LA","172","329335.65999999997"
"30614","Ascension College","LA","186","338632"
"14724","Aveda Institute Lafayette","LA","70","128458"
"4621","Ayers Institute","LA","124","326285"
"15972","Bastrop Beauty School No 1","LA","62","141059"
"26171","Baton Rouge College","LA","65","148276.32000000001"
"16560","Baton Rouge General Medical Center","LA","50","90830.610000000001"
"15533","Baton Rouge School Of Computers","LA","157","422538"
"34226","Blue Cliff College","LA","64","79777.050000000003"
"34225","Blue Cliff College","LA","70","82929.589999999997"
"32943","Blue Cliff College","LA","88","111009"
"12033","Bossier Parish Community College","LA","1452","3415452.6499999999"
"30235","Camelot College","LA","466","797396.84999999998"
"15394","Cameron College","LA","424","1082835"
"26068","Career Technical College","LA","428","904309.65000000002"
"2003","Centenary College Of Louisiana","LA","192","466732"
"16577","Cloyd'S Beauty School #1","LA","42","93238.690000000002"
"16578","Cloyd'S Beauty School #2","LA","48","111753.13"
"16707","Cloyd'S Beauty School No 3","LA","47","94346.809999999998"
"17096","Cosmetology Training Center","LA","76","162708"
"30104","Crescent City School Of Gaming And Bartending -","LA","119","322395.42999999999"
"30710","Culinary Arts Inst Of Louisiana","LA","45","101796"
"33223","Culinary Institute Of New Orleans","LA","96","279950"
"4626","Delgado Community College","LA","7517","16457500.52"
"33326","Delta College","LA","137","323186"
"17022","Delta College Of Arts & Technology","LA","417","948428.12"
"13602","Delta School Of Business And Technology","LA","495","1257092.9199999999"
"9898","Demmon School Of Beauty","LA","67","139966"
"26192","Denham Springs Beauty College","LA","39","97489"
"2004","Dillard University","LA","1575","4006109.02"
"11631","D-Jay'S School Of Beauty, Arts & Sciences","LA","109","199180.20000000001"
"30112","Domestic Health Care Institute","LA","151","292985.5"
"5203","Education America -- Remington College","LA","1162","2585567.6499999999"
"13119","Education America - Southeast College Of Technology","LA","857","1914703"
"15130","Elaine P. Nunez Community College","LA","1551","3125405.5600000001"
"30201","Franklin College Of Court Reporting","LA","73","104529.89"
"2006","Grambling State University","LA","3081","8988367"
"30951","Gretna Career College","LA","296","655765.83999999997"
"17375","Guy'S Shreveport Academy Of Cosmetology","LA","100","192452"
"15270","Iti Technical College","LA","272","615331"
"11841","John Jay Beauty College","LA","125","259483.06"
"16002","John Jay Kenner Academy","LA","59","130223.71000000001"
"32533","Jonesville Beauty School","LA","90","189103.84"
"33834","King'S Career College","LA","123","207567.32999999999"
"15951","Lockworks Academie","LA","67","160967.38"
"17021","Louisiana Academy Of Beauty","LA","83","173101.70999999999"
"2007","Louisiana College","LA","419","1061759.6899999999"
"2010","Louisiana State University & Agricultural & Mechanical College","LA","5318","13414280"
"2012","Louisiana State University At Eunice","LA","1561","3436392.3599999999"
"2014","Louisiana State University Health Sciences Center","LA","213","490025"
"2013","Louisiana State University In Shreveport","LA","1214","2792941.4199999999"
"5488","Louisiana Technical College","LA","422","905536"
"13900","Louisiana Technical College - Acadian Campus","LA","127","257958"
"5489","Louisiana Technical College - Alexandria Campus","LA","226","509413"
"15047","Louisiana Technical College - Ascension Campus","LA","33","70673"
"13919","Louisiana Technical College - Avoyelles Campus","LA","126","209415"
"14911","Louisiana Technical College - Bastrop Campus","LA","121","269386"
"14721","Louisiana Technical College - Charles B. Coreil Campus","LA","73","182597"
"5471","Louisiana Technical College - Delta Ouachita Campus","LA","197","462175"
"5484","Louisiana Technical College - Evangeline Campus","LA","145","374388"
"5483","Louisiana Technical College - Florida Parishes Campus","LA","23","42640"
"14716","Louisiana Technical College - Folkes Campus","LA","15","43924"
"5482","Louisiana Technical College - Gulf Area Campus","LA","118","295737.5"
"5481","Louisiana Technical College - Hammond Area Campus","LA","108","236167"
"13952","Louisiana Technical College - Huey P. Long Campus","LA","83","206393"
"7333","Louisiana Technical College - Jefferson Campus","LA","79","179501"
"15426","Louisiana Technical College - Jumonville Memorial Campus","LA","35","55748"
"13580","Louisiana Technical College - L. E. Fletcher Campus","LA","124","281023"
"14675","Louisiana Technical College - Lafayette Campus","LA","405","930672"
"30091","Louisiana Technical College - Lafourche Campus","LA","55","120189"
"15995","Louisiana Technical College - Lamar Salter Campus","LA","117","250328"
"33763","Louisiana Technical College -- Mansfield Campus","LA","106","264485"
"14682","Louisiana Technical College - Morgan Smith Campus","LA","83","156489"
"15234","Louisiana Technical College - Natchitoches Campus","LA","132","286742"
"13793","Louisiana Technical College - North Central Campus","LA","75","172897"
"5475","Louisiana Technical College - Northeast Louisiana Campus","LA","65","119341"
"15072","Louisiana Technical College - Northwest Louisiana Campus","LA","213","485336"
"15187","Louisiana Technical College - Oakdale Campus","LA","98","176323"
"16532","Louisiana Technical College - River Parishes Campus","LA","54","119018"
"15207","Louisiana Technical College - Ruston Campus","LA","71","155744"
"5470","Louisiana Technical College - Sabine Valley Campus","LA","67","149223"
"13951","Louisiana Technical College - Shelby M. Jackson Campus","LA","86","175345"
"16998","Louisiana Technical College - Shreveport Bossier Campus","LA","259","585350"
"13933","Louisiana Technical College - Sidney N. Collier Campus","LA","243","504378"
"12413","Louisiana Technical College - Slidell Campus","LA","88","214912"
"5467","Louisiana Technical College - Sowela Campus","LA","498","1040588"
"6756","Louisiana Technical College - Sullivan Campus","LA","163","397830"
"5466","Louisiana Technical College - T. H.  Harris Campus","LA","405","918604"
"14595","Louisiana Technical College - Tallulah Campus","LA","179","418435"
"16999","Louisiana Technical College - Teche Area Campus","LA","235","496176"
"14113","Louisiana Technical College - West Jefferson Campus","LA","67","145174"
"14149","Louisiana Technical College - Young Memorial Campus","LA","188","362234"
"2008","Louisiana Technical University","LA","2383","5855539"
"2011","Lousiana State University At Alexandria","LA","1349","2853680.5899999999"
"2016","Loyola University New Orleans","LA","767","1888139.8999999999"
"2017","Mcneese State University","LA","2466","6059491.6600000001"
"33563","Medical Training College","LA","138","283218"
"34803","Medvance Institute Of Baton Rouge","LA","12","22122"
"34023","Metropolitan Community College","LA","72","153855"
"15489","Moler Beauty College","LA","281","662901"
"9674","Moler Beauty College","LA","440","1011065.01"
"26009","Neill Institute","LA","156","352307"
"2005","Nicholls State University","LA","2116","4973919.6799999997"
"2021","Northwestern State University","LA","4333","10857318.199999999"
"34984","Omega Institute Of Cosmetology","LA","46","111688.75"
"26011","Opelousas School Of Cosmetology","LA","50","111342"
"2023","Our Lady Of Holy Cross College","LA","466","993003"
"31062","Our Lady Of The Lake College","LA","580","1115763"
"12880","Pat Goins Beauty School","LA","27","71850"
"12879","Pat Goins Benton Rd Beauty School","LA","52","114628"
"12823","Pat Goins Ruston Beauty School","LA","36","88964"
