"OPE_ID","Institution_Name","Institution_City","Institution_State","Institution Type And Control","Total_Awards","Total_Recipients"
"2354200","SCIOTO COUNTY JOINT VOCATIONAL SCH","LUCASVILLE","OH","Public 2 Year","889932","225"
"994200","SHAWNEE STATE UNIVERSITY","PORTSMOUTH","OH","Public 4 Year","9063688","2214"
"311900","SINCLAIR COMMUNITY COLLEGE","DAYTON","OH","Public 2 Year","28854460","9409"
"1287000","SOUTHERN STATE COMMUNITY COLLEGE","HILLSBORO","OH","Public 2 Year","5493788","1620"
"953100","SPA SCHOOL (THE)","COLUMBUS","OH","Proprietary 2 Year","261200","79"
"1088100","STARK STATE COLLEGE","NORTH CANTON","OH","Public 2 Year","24704134","8091"
"486600","STAUTZENBERGER COLLEGE","MAUMEE","OH","Proprietary 2 Year","3645969","1161"
"2528300","TDDS TECHNICAL INSTITUTE","DIAMOND","OH","Proprietary 2 Year","974249","309"
"4124500","TECHSKILLS","COLUMBUS","OH","Proprietary 2 Year","680622","205"
"827800","TERRA COMMUNITY COLLEGE","FREMONT","OH","Public 2 Year","3755232","1181"
"2128600","THE ART INSTITUTE OF CINCINNATI","CINCINNATI","OH","Proprietary 4 Year","97455","25"
"966000","TIFFIN ACADEMY OF HAIR DESIGN","TIFFIN","OH","Proprietary 2 Year","180207","45"
"312100","TIFFIN UNIVERSITY","TIFFIN","OH","Private 4 Year","5970127","1555"
"2315500","TOLEDO ACADEMY OF BEAUTY CULTURE - EAST","OREGON","OH","Proprietary 2 Year","357836","101"
"4152100","TOLEDO RESTAURANT TRAINING CENTER","TOLEDO","OH","Private 2 Year","123960","27"
"813200","TOLEDO SCHOOL OF PRACTICAL NURSING","TOLEDO","OH","Public 2 Year","485850","129"
"2168100","TRI-COUNTY JOINT VOCATIONAL SCHOOL","NELSONVILLE","OH","Public 2 Year","250727","67"
"650700","TRINIT HEALTH SYSTEM SCH OF NURSING","STEUBENVILLE","OH","Private 2 Year","296828","74"
"2304700","TRI-RIVERS CAREER CENTER","MARION","OH","Public 2 Year","337245","98"
"3475400","TRI-STATE BIBLE COLLEGE","SOUTH POINT","OH","Private 4 Year","112799","37"
"2054300","TRUMBULL BUSINESS COLLEGE","WARREN","OH","Proprietary 2 Year","950560","266"
"2586400","TRUMBULL CAREER & TECH CENTER-ADULT","WARREN","OH","Public 2 Year","368838","112"
"1092300","UNION INSTITUTE & UNIVERSITY","CINCINNATI","OH","Private 4 Year","1667230","608"
"311600","UNIV OF RIO GRANDE","RIO GRANDE","OH","Private 4 Year","5867644","1449"
"312300","UNIVERSITY OF AKRON","AKRON","OH","Public 4 Year","32064007","8540"
"312500","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","Public 4 Year","38370357","10266"
"312700","UNIVERSITY OF DAYTON","DAYTON","OH","Private 4 Year","3607374","924"
"304500","UNIVERSITY OF FINDLAY","FINDLAY","OH","Private 4 Year","2975368","738"
"308300","UNIVERSITY OF MOUNT UNION","ALLIANCE","OH","Private 4 Year","2858762","702"
"486100","UNIVERSITY OF NORTHWESTERN OHIO","LIMA","OH","Private 4 Year","8429630","2306"
"313100","UNIVERSITY OF TOLEDO","TOLEDO","OH","Public 4 Year","22867094","5882"
"2116900","UPPER VALLEY JVS","PIQUA","OH","Public 2 Year","382298","118"
"313300","URBANA UNIVERSITY","URBANA","OH","Private 4 Year","1486723","370"
"313400","URSULINE COLLEGE","PEPPER PIKE","OH","Private 4 Year","1288933","330"
"3051500","US GRANT JOINT VOCATIONAL SCHOOL","BETHEL","OH","Public 2 Year","33526","9"
"3024300","VALLEY BEAUTY SCHOOL","CAMBRIDGE","OH","Proprietary 2 Year","141538","32"
"4224300","VALOR CHRISTIAN COLLEGE","COLUMBUS","OH","Private 2 Year","369604","92"
"3116400","VANGUARD-SENTINELL VOC SCH DISTRICT","FREMONT","OH","Public 2 Year","112124","22"
"4151400","VANITY SCHOOL OF COSMETOLOGY","SHEFFIELD VILLAGE","OH","Proprietary 2 Year","311454","75"
"3095600","VANTAGE CAREER CENTER","VAN WERT","OH","Public 2 Year","60772","23"
"1289600","VIRGINIA MARTI COLLEGE OF ART AND DESIGN","LAKEWOOD","OH","Proprietary 2 Year","573753","157"
"313500","WALSH UNIVERSITY","NORTH CANTON","OH","Private 4 Year","2960203","771"
"2245600","WARREN COUNTY CAREER CENTER","LEBANON","OH","Public 2 Year","450204","146"
"3034200","WASHINGTON COUNTY CAREER CENTER ADULT TE","MARIETTA","OH","Public 2 Year","588904","218"
"1045300","WASHINGTON STATE CMTY COLLEGE","MARIETTA","OH","Public 2 Year","2506137","722"
"915600","WAYNE COUNTY SCHOOLS CAREER CENTER","SMITHVILLE","OH","Public 2 Year","407639","106"
"2269500","WESTERN HILLS SCHOOL OF BEAUTY & HAIR DE","CINCINNATI","OH","Proprietary 2 Year","518393","148"
"314100","WILBERFORCE UNIVERSITY","WILBERFORCE","OH","Private 4 Year","1260841","274"
"2351500","WILLOUGHBY EASTLAKE SCH OF PRAC NSG","WILLOUGHBY","OH","Public 2 Year","437146","120"
"314200","WILMINGTON COLLEGE","WILMINGTON","OH","Private 4 Year","2217140","558"
"314300","WITTENBERG UNIVERSITY","SPRINGFIELD","OH","Private 4 Year","2466146","590"
"307800","WRIGHT STATE UNIVERSITY","DAYTON","OH","Public 4 Year","22444053","5585"
"314400","XAVIER UNIVERSITY","CINCINNATI","OH","Private 4 Year","3295172","827"
"314500","YOUNGSTOWN STATE UNIVERSITY","YOUNGSTOWN","OH","Public 4 Year","22251613","5678"
"813300","ZANE STATE COLLEGE","ZANESVILLE","OH","Public 2 Year","4223380","1210"
"4144400","ACADEMY OF HAIR DESIGN (THE)","OKLAHOMA CITY","OK","Proprietary 2 Year","160281","40"
"3030800","AMERICAN BROADCASTING SCHOOL","DEL CITY","OK","Proprietary 2 Year","466717","127"
"4060300","AMERICAN INSTITUTE OF MEDICAL TECHNOLOGY","TULSA","OK","Proprietary 2 Year","260983","58"
"834300","AUTRY TECHNOLOGY CENTER","ENID","OK","Public 2 Year","291317","100"
"314700","BACONE COLLEGE","MUSKOGEE","OK","Private 4 Year","3194065","753"
"2510300","BEAUTY TECHNICAL COLLEGE","TAHLEQUAH","OK","Proprietary 2 Year","89233","21"
"2256200","BROKEN ARROW BEAUTY COLLEGE, INC","BROKEN ARROW","OK","Proprietary 2 Year","562732","164"
"996300","CADDO KIOWA VOC TECH CENTER","FORT COBB","OK","Public 2 Year","513911","156"
"315000","CAMERON UNIVERSITY","LAWTON","OK","Public 4 Year","10469794","2663"
"996500","CANADIAN VALLEY TECHNOLOGY CENTER","EL RENO","OK","Public 2 Year","556692","169"
"317600","CARL ALBERT STATE COLLEGE","POTEAU","OK","Public 2 Year","5472364","1458"
"2581200","CC'S COSMETOLOGY COLLEGE","TULSA","OK","Proprietary 2 Year","300837","91"
"996400","CENTRAL OKLAHOMA AREA VOC TECH SCH","DRUMRIGHT","OK","Public 2 Year","321237","93"
"2238500","CENTRAL STATE BEAUTY ACADEMY","OKLAHOMA CITY","OK","Proprietary 2 Year","561762","170"
"3928300","CENTRAL STATE MASSAGE ACADEMY","OKLAHOMA CITY","OK","Proprietary 2 Year","156028","40"
"3051100","CHISHOLM TRAIL TECHNOLOGY CENTER","OMEGA","OK","Public 2 Year","167484","47"
"2581100","CLAREMORE BEAUTY COLLEGE","CLAREMORE","OK","Proprietary 2 Year","70444","17"
"4224900","COLLEGE OF THE MUSCOGEE NATION","OKMULGEE","OK","Public 2 Year","252935","85"
"3367400","COMMUNITY CARE COLLEGE","TULSA","OK","Proprietary 2 Year","5057081","1343"
"315300","CONNORS STATE COLLEGE","WARNER","OK","Public 2 Year","4835326","1281"
"4133600","CUTTER'S EDGE SCHOOL OF COSMETOLOGY","CUSHING","OK","Proprietary 2 Year","68740","17"
"2250900","E OK COUNTY AREA VO-TECH","CHOCTAW","OK","Public 2 Year","71130","18"
"315400","EAST CENTRAL UNIVERSITY","ADA","OK","Public 4 Year","7202436","1767"
"315500","EASTERN OKLAHOMA STATE COLLEGE","WILBURTON","OK","Public 2 Year","3465061","918"
"2126500","ENID BEAUTY COLLEGE","ENID","OK","Proprietary 2 Year","190769","53"
"970800","EVES COLLEGE OF HAIRSTYLING","LAWTON","OK","Proprietary 2 Year","311817","85"
"3676300","FAMILY OF FAITH COLLEGE","SHAWNEE","OK","Private 4 Year","50986","14"
"2222700","FRANCIS TUTTLE TECHNOLOGY CENTER","OKLAHOMA CITY","OK","Public 2 Year","1655934","516"
"996800","GORDON COOPER TECHNOLOGY CENTER","SHAWNEE","OK","Public 2 Year","734342","190"
"1071700","GREAT PLAINS TECHNOLOGY CENTER SCHOOL DI","LAWTON","OK","Public 2 Year","676654","173"
"3126200","GREEN COUNTRY AREA VOC TECH SCHOOL","OKMULGEE","OK","Public 2 Year","308459","78"
"3115100","HERITAGE COLLEGE","OKLAHOMA CITY","OK","Proprietary 2 Year","4525389","1294"
"2282100","HIGH PLAINS AREA VOC-TECH","WOODWARD","OK","Public 2 Year","91970","28"
"1026600","HILLSDALE FREE WILL BAPTIST COLLEGE","MOORE","OK","Private 4 Year","488891","120"
"2197300","HOLLYWOOD COSMETOLOGY CENTER","OKLAHOMA CITY","OK","Proprietary 2 Year","27740","7"
"1005300","INDIAN CAPITAL TECHNOLGY CENTER #4","MUSKOGEE","OK","Public 2 Year","1296608","345"
"3831300","INSTITUTE OF HAIR DESIGN","SHAWNEE","OK","Proprietary 2 Year","84502","21"
"4224700","JB'S HAIR DESIGN AND BARBER COLLEGE","OKLAHOMA CITY","OK","Proprietary 2 Year","241615","53"
"920400","KIAMICHI TECHNOLOGY CENTER","WILBURTON","OK","Public 2 Year","2143116","546"
"315700","LANGSTON UNIVERSITY","LANGSTON","OK","Public 4 Year","6922713","1565"
"2060800","MERIDIAN TECHNOLOGY CENTER","STILLWATER","OK","Public 2 Year","442694","127"
"533900","METRO TECHNOLOGY CENTERS SCH DIST22","OKLAHOMA CITY","OK","Public 2 Year","1410901","373"
"694200","MID-AMERICA CHRISTIAN UNIVERSITY","OKLAHOMA CITY","OK","Private 4 Year","5253808","1392"
"1153700","MID-AMERICA TECHNOLOGY CENTER","WAYNE","OK","Public 2 Year","122140","38"
"3198400","MID-DEL AREA VOCATIONAL & TECH SCH","MIDWEST","OK","Public 2 Year","211931","63"
"1227200","MOORE-NORMAN TECHNOLOGY CENTER","NORMAN","OK","Public 2 Year","738364","215"
"315800","MURRAY STATE COLLEGE","TISHOMINGO","OK","Public 2 Year","4692178","1321"
"2052700","NORTHEAST TECHNOLOGY CENTER","PRYOR","OK","Public 2 Year","857168","244"
"316000","NORTHEASTERN OKLAHOMA A & M COLLEGE","MIAMI","OK","Public 2 Year","5531209","1450"
"316100","NORTHEASTERN STATE UNIVERSITY","TAHLEQUAH","OK","Public 4 Year","15093670","3791"
"316200","NORTHERN OKLAHOMA COLLEGE","TONKAWA","OK","Public 2 Year","6736788","1879"
"2600000","NORTHWEST TECHNOLOG CTR SCH DIST 10","ALVA","OK","Public 2 Year","87653","22"
"316300","NORTHWESTERN OKLAHOMA STATE UNIV","ALVA","OK","Public 4 Year","3131674","756"
"316400","OKLAHOMA BAPTIST UNIVERSITY","SHAWNEE","OK","Private 4 Year","2910186","706"
"316500","OKLAHOMA CHRISTIAN UNIVERSITY","OKLAHOMA CITY","OK","Private 4 Year","2296973","573"
"1039100","OKLAHOMA CITY COMMUNITY COLLEGE","OKLAHOMA CITY","OK","Public 2 Year","16165695","5181"
"316600","OKLAHOMA CITY UNIVERSITY","OKLAHOMA CITY","OK","Private 4 Year","1558305","383"
"317400","OKLAHOMA PANHANDLE STATE UNIVERSITY","GOODWELL","OK","Public 4 Year","2267847","561"
"3030700","OKLAHOMA SCHOOL OF PHOTOGRAPHY","MOORE","OK","Proprietary 2 Year","99455","21"
"964700","OKLAHOMA STATE UNIV, OKLA CITY","OKLAHOMA CITY","OK","Public 4 Year","9516554","3069"
"317000","OKLAHOMA STATE UNIVERSITY","STILLWATER","OK","Public 4 Year","24916325","6165"
"317200","OKLAHOMA STATE UNIVERSITY-OKMULGEE","OKMULGEE","OK","Public 4 Year","4910675","1417"
"315100","OKLAHOMA WESLEYAN UNIVERSITY","BARTLESVILLE","OK","Private 4 Year","2039387","565"
"398500","ORAL ROBERTS UNIVERSITY","TULSA","OK","Private 4 Year","5528438","1264"
"4184300","PAUL MITCHELL THE SCHOOL ARDMORE","ARDMORE","OK","Proprietary 2 Year","133550","35"
"4240500","PAUL MITCHELL THE SCHOOL TULSA","TULSA","OK","Proprietary 2 Year","277377","75"
"1120600","PIONEER TECHNOLOGY CENTER","PONCA CITY","OK","Public 2 Year","303711","78"
"2306800","PLATT COLLEGE","TULSA","OK","Proprietary 4 Year","2945859","772"
"2306811","PLATT COLLEGE - LAWTON","LAWTON","OK","Proprietary 4 Year","753611","215"
"3109800","PONCA CITY BEAUTY COLLEGE","PONCA CITY","OK","Proprietary 2 Year","179749","43"
"2597400","PONTOTOC TECHNOLOGY CENTER SCHOOL","ADA","OK","Public 2 Year","239063","64"
"3329400","PRYOR BEAUTY COLLEGE","PRYOR","OK","Proprietary 2 Year","180145","43"
"531200","RED RIVER TECHNOLOGY CENTER","DUNCAN","OK","Public 2 Year","259025","76"
"315600","REDLANDS COMMUNITY COLLEGE","EL RENO","OK","Public 2 Year","2095759","665"
"4213600","RIVER VALLEY COSMETOLOGY INSTITUTE","POTEAU","OK","Proprietary 2 Year","137589","35"
"316800","ROGERS STATE UNIVERSITY","CLAREMORE","OK","Public 4 Year","7396044","2073"
"918500","ROSE STATE COLLEGE","MIDWEST CITY","OK","Public 2 Year","9772736","3066"
"2184400","SAND SPRINGS BEAUTY COLLEGE","SAND SPRINGS","OK","Proprietary 2 Year","308062","79"
"317800","SEMINOLE STATE COLLEGE","SEMINOLE","OK","Public 2 Year","3753676","1018"
"3453400","SHAWNEE BEAUTY COLLEGE","SHAWNEE","OK","Proprietary 2 Year","99824","22"
"317900","SOUTHEASTERN OKLAHOMA STATE UNIV","DURANT","OK","Public 4 Year","6819843","1755"
"314900","SOUTHERN NAZARENE UNIVERSITY","BETHANY","OK","Private 4 Year","2787473","750"
"1034200","SOUTHERN OKLAHOMA TECHNOLOGY CENTER","ARDMORE","OK","Public 2 Year","287544","83"
"3103800","SOUTHERN SCHOOL OF BEAUTY","DURANT","OK","Proprietary 2 Year","150535","36"
"3008700","SOUTHWEST TECHNOLOGY CENTER","ALTUS","OK","Public 2 Year","272520","66"
"318000","SOUTHWESTERN CHRISTIAN UNIVERSITY","BETHANY","OK","Private 4 Year","2042376","530"
"318100","SOUTHWESTERN OKLAHOMA STATE UNIV","WEATHERFORD","OK","Public 4 Year","6539441","1696"
"767800","SPARTAN COLLEGE OF AERONAUTICS AND TECHN","TULSA","OK","Proprietary 4 Year","2713795","678"
"318300","ST GREGORY'S UNIVERSITY","SHAWNEE","OK","Private 4 Year","1298488","343"
"3024700","STILLWATER BEAUTY ACADEMY","STILLWATER","OK","Proprietary 2 Year","130334","34"
"3078500","TECH INST OF COSMETOLOGY ARTS & SCI","TULSA","OK","Proprietary 2 Year","7640","2"
"976300","TULSA COMMUNITY COLLEGE","TULSA","OK","Public 2 Year","23903598","7703"
"531100","TULSA COUNTY AREA VOC TECH SCHOOL","TULSA","OK","Public 2 Year","1910809","546"
"961800","TULSA WELDING SCHOOL","TULSA","OK","Proprietary 2 Year","8100883","2211"
"315200","UNIV OF CENTRAL OKLAHOMA","EDMOND","OK","Public 4 Year","20503605","5370"
"316700","UNIV OF SCIENCE & ARTS OF OKLAHOMA","CHICKASHA","OK","Public 4 Year","1778090","415"
"318400","UNIVERSITY OF OKLAHOMA","NORMAN","OK","Public 4 Year","21290923","5330"
"318401","UNIVERSITY OF OKLAHOMA-HLTH SCI CTR","OKLAHOMA CITY","OK","Public 4 Year","4480","1"
"318500","UNIVERSITY OF TULSA","TULSA","OK","Private 4 Year","2138675","515"
"791100","VIRGILS BEAUTY COLLEGE","MUSKOGEE","OK","Proprietary 2 Year","93864","25"
"2600500","WES WATKINS TECHNOLOGY CENTER","WETUMKA","OK","Public 2 Year","239084","60"
"1076200","WESTERN OK AREA VOC TECH SCH DIST12","BURNS FLAT","OK","Public 2 Year","351915","87"
"314600","WESTERN OKLAHOMA STATE COLLEGE","ALTUS","OK","Public 2 Year","2079291","627"
"2531200","WOODWARD BEAUTY COLLEGE","WOODWARD","OK","Proprietary 2 Year","112450","31"
"2556500","YUKON BEAUTY COLLEGE","YUKON","OK","Proprietary 2 Year","89698","25"
"3783400","ABDILL CAREER COLLEGE","MEDFORD","OR","Proprietary 2 Year","290814","85"
"1050700","ACADEMY OF HAIR DESIGN","SALEM","OR","Proprietary 2 Year","246424","64"
"4194400","AMERICAN COLLEGE OF HEALTHCARE SCIENCES","PORTLAND","OR","Proprietary 4 Year","1108156","344"
"781900","ART INSTITUTE OF PORTLAND (THE)","PORTLAND","OR","Proprietary 4 Year","3120103","844"
"4171400","AVEDA INSTITUTE PORTLAND","PORTLAND","OR","Proprietary 2 Year","1069168","264"
"2154400","BEAU MONDE CLG OF HAIR DESIGN","PORTLAND","OR","Proprietary 2 Year","479382","127"
"3668300","BIRTHINGWAY COLLEGE OF MIDWIFERY","PORTLAND","OR","Private 4 Year","105925","37"
"318600","BLUE MOUNTAIN COMMUNITY COLLEGE","PENDLETON","OR","Public 2 Year","2985577","918"
"3042500","CARRINGTON COLLEGE","PORTLAND","OR","Proprietary 2 Year","2590909","760"
"318800","CENTRAL OREGON COMMUNITY COLLEGE","BEND","OR","Public 2 Year","11288546","3465"
"321800","CHEMEKETA COMMUNITY COLLEGE","SALEM","OR","Public 2 Year","21755350","6379"
"487800","CLACKAMAS COMMUNITY COLLEGE","OREGON CITY","OR","Public 2 Year","8524035","2578"
"318900","CLATSOP COMMUNITY COLLEGE","ASTORIA","OR","Public 2 Year","1461986","450"
"2106100","COLLEGE OF COSMETOLOGY","KLAMATH FALLS","OR","Proprietary 2 Year","292308","79"
"2337900","COLLEGE OF HAIR DESIGN CAREERS","SALEM","OR","Proprietary 2 Year","231337","54"
"4151900","COLUMBIA GORGE COMMUNITY COLLEGE","THE DALLES","OR","Public 2 Year","1606769","519"
"888700","CONCORDE CAREER INSTITUTE","PORTLAND","OR","Proprietary 2 Year","2183711","573"
"319100","CONCORDIA UNIVERSITY","PORTLAND","OR","Private 4 Year","2326083","581"
"133900","CORBAN UNIVERSITY","SALEM","OR","Private 4 Year","1677438","405"
"319300","EASTERN OREGON UNIVERSITY","LA GRANDE","OR","Public 4 Year","6196326","1661"
"3074500","EAST-WEST COLLEGE OF THE HEALING ARTS","PORTLAND","OR","Proprietary 2 Year","289978","108"
"907900","EVEREST COLLEGE","PORTLAND","OR","Private 2 Year","3893971","1191"
"319400","GEORGE FOX UNIVERSITY","NEWBERG","OR","Private 4 Year","3466819","852"
"3642300","INSTITUTE OF TECHNOLOGY","SALEM","OR","Proprietary 2 Year","1118538","358"
"3428300","KLAMATH COMMUNITY COLLEGE","KLAMATH FALLS","OR","Public 2 Year","2601208","818"
"319600","LANE COMMUNITY COLLEGE","EUGENE","OR","Public 2 Year","19294703","5815"
"3022600","LE CORDON BLEU COLLEGE OF CULINARY ARTS","PORTLAND","OR","Proprietary 2 Year","7537953","1851"
"319700","LEWIS & CLARK COLLEGE","PORTLAND","OR","Private 4 Year","1969863","461"
"319800","LINFIELD COLLEGE","MCMINNVILLE","OR","Private 4 Year","2867790","717"
"693800","LINN BENTON COMMUNITY COLLEGE","ALBANY","OR","Public 2 Year","7133943","2151"
"319900","MARYLHURST UNIVERSITY","MARYLHURST","OR","Private 4 Year","1098653","322"
"320300","MOUNT ANGEL SEMINARY","ST BENEDICT","OR","Private 4 Year","36360","7"
"320400","MOUNT HOOD COMMUNITY COLLEGE","GRESHAM","OR","Public 2 Year","15250388","4629"
"320600","MULTNOMAH UNIVERSITY","PORTLAND","OR","Private 4 Year","987666","244"
"2159700","NEW HOPE CHRISTIAN COLLEGE","EUGENE","OR","Private 4 Year","589947","145"
"320800","NORTHWEST CHRISTIAN UNIVERSITY","EUGENE","OR","Private 4 Year","1179690","295"
"2101000","NORTHWEST COLLEGE OF HAIR DESIGN","CLACKAMAS","OR","Proprietary 2 Year","2558424","636"
"2578800","NORTHWEST NANNIES INSTITUTE","LAKE OSWEGO","OR","Proprietary 2 Year","52987","12"
"3007300","OREGON COLLEGE OF ART & CRAFT","PORTLAND","OR","Private 4 Year","325179","80"
"488200","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","Public 4 Year","1194042","304"
"321100","OREGON INSTITUTE OF TECHNOLOGY","KLAMATH FALLS","OR","Public 4 Year","5633577","1387"
"321000","OREGON STATE UNIVERSITY","CORVALLIS","OR","Public 4 Year","32436104","8237"
"320700","PACIFIC NORTHWEST COLLEGE OF ART","PORTLAND","OR","Private 4 Year","874840","202"
"321200","PACIFIC UNIVERSITY","FOREST GROVE","OR","Private 4 Year","2551463","597"
"2311000","PAUL MITCHELL THE SCHOOL","PORTLAND","OR","Proprietary 2 Year","512808","111"
"1234800","PHAGANS BEAUTY COLLEGE","CORVALLIS","OR","Proprietary 2 Year","273934","70"
"1234700","PHAGANS CENTRAL OREGON BEAUTY CLG","BEND","OR","Proprietary 2 Year","412457","114"
"3185300","PHAGANS GRANTS PASS COLLEGE OF BTY","GRANTS PASS","OR","Proprietary 2 Year","195141","51"
"1012200","PHAGANS' MEDFORD BEAUTY SCHOOL","MEDFORD","OR","Proprietary 2 Year","234676","66"
"3074400","PHAGANS NEWPORT ACAD CSMTLGY CAREER","NEWPORT","OR","Proprietary 2 Year","151546","38"
"1235100","PHAGANS SCHOOL OF BEAUTY","SALEM","OR","Proprietary 2 Year","194542","55"
"1235000","PHAGANS SCHOOL OF HAIR DESIGN","HAPPY VALLEY","OR","Proprietary 2 Year","766241","174"
"2201900","PHAGANS' SCHOOL OF HAIR DESIGN","PORTLAND","OR","Proprietary 2 Year","617728","146"
"1300800","PHAGANS TIGARD BEAUTY SCHOOL","TIGARD","OR","Proprietary 2 Year","118225","26"
"2330100","PIONEER PACIFIC COLLEGE","WILSONVILLE","OR","Proprietary 4 Year","3900365","1146"
"4146500","PORTLAND ACTORS CONSERVATORY","PORTLAND","OR","Private 2 Year","36995","7"
"321300","PORTLAND COMMUNITY COLLEGE","PORTLAND","OR","Public 2 Year","56219042","17711"
"321600","PORTLAND STATE UNIVERSITY","PORTLAND","OR","Public 4 Year","39886392","10142"
"321700","REED COLLEGE","PORTLAND","OR","Private 4 Year","1109464","262"
"1018200","ROGUE COMMUNITY COLLEGE","GRANTS PASS","OR","Public 2 Year","12166119","3895"
"2344100","ROSEBURG BEAUTY COLLEGE","ROSEBURG","OR","Proprietary 2 Year","170677","45"
"4167400","SAGE SCHOOL OF MASSAGE & HEALING ARTS","BEND","OR","Proprietary 2 Year","41609","17"
"321900","SOUTHERN OREGON UNIVERSITY","ASHLAND","OR","Public 4 Year","8605292","2122"
"322000","SOUTHWESTERN OREGON COMMUNITY CLG","COOS BAY","OR","Public 2 Year","3490848","1011"
"958100","SPRINGFIELD COLLEGE OF BEAUTY","SPRINGFIELD","OR","Proprietary 2 Year","327071","82"
"2104900","SUMNER COLLEGE","PORTLAND","OR","Proprietary 2 Year","778930","228"
"4194900","TILLAMOOK BAY COMMUNITY COLLEGE","TILLAMOOK","OR","Public 2 Year","745430","225"
"322100","TREASURE VALLEY COMMUNITY COLLEGE","ONTARIO","OR","Public 2 Year","5646971","1718"
"322200","UMPQUA COMMUNITY COLLEGE","ROSEBURG","OR","Public 2 Year","4633057","1323"
"322300","UNIVERSITY OF OREGON","EUGENE","OR","Public 4 Year","21732798","5222"
"322400","UNIVERSITY OF PORTLAND","PORTLAND","OR","Private 4 Year","3211976","794"
"1230900","UNIVERSITY OF WESTERN STATES","PORTLAND","OR","Private 4 Year","151501","64"
"322500","WARNER PACIFIC COLLEGE","PORTLAND","OR","Private 4 Year","3398893","880"
"320900","WESTERN OREGON UNIVERSITY","MONMOUTH","OR","Public 4 Year","9262748","2240"
"322700","WILLAMETTE UNIVERSITY","SALEM","OR","Private 4 Year","1884847","433"
"708700","ABINGTON MEM HOSP SCHL OF NURSING","WILLOW GROVE","PA","Private 2 Year","441905","101"
"2289700","ACADEMY OF CREATIVE HAIR DESIGN","WILKES BARRE","PA","Proprietary 2 Year","980513","312"
"2178900","ACADEMY OF HAIR DESIGN","HAZELTON","PA","Proprietary 2 Year","1225766","372"
"2234200","ACADEMY OF MEDICAL ARTS & BUSINESS","HARRISBURG","PA","Proprietary 2 Year","1274163","332"
"322900","ALBRIGHT COLLEGE","READING","PA","Private 4 Year","4593142","1102"
"323000","ALLEGHENY COLLEGE","MEADVILLE","PA","Private 4 Year","2148533","528"
"2495500","ALL-STATE CAREER SCHOOL","LESTER","PA","Proprietary 2 Year","2753584","914"
"2290400","ALTOONA BEAUTY SCHOOL, INC","ALTOONA","PA","Proprietary 2 Year","135372","40"
"323300","ALVERNIA UNIVERSITY","READING","PA","Private 4 Year","4209550","1029"
"844100","ANTHEM INSTITUTE","SPRINGFIELD","PA","Proprietary 4 Year","182031","97"
"743000","ANTONELLI INST OF ART & PHOTOGRAPHY","ERDENHEIM","PA","Proprietary 2 Year","377314","82"
"3067000","ANTONELLI MEDICAL & PROF INST","POTTSTOWN","PA","Proprietary 2 Year","368147","121"
"323500","ARCADIA UNIVERSITY","GLENSIDE","PA","Private 4 Year","3746399","901"
"972300","ARIA HEALTH SCHOOL OF NURSING","FEASTERVILLE TREVOSE","PA","Private 2 Year","486075","114"
"835000","ART INSTITUTE OF PHILADELPHIA","PHILADELPHIA","PA","Proprietary 4 Year","5872038","1661"
"747000","ART INSTITUTE OF PITTSBURGH, THE","PITTSBURGH","PA","Proprietary 4 Year","29956823","10207"
"2557800","ART INSTITUTE OF YORK (THE) - PENNSYLVAN","YORK","PA","Proprietary 4 Year","968531","237"
"1162100","AUTOMOTIVE TRAINING CENTER","EXTON","PA","Proprietary 2 Year","2206508","575"
"3110700","AVIATION INSTITUTE OF MAINTENANCE","PHILADELPHIA","PA","Proprietary 2 Year","1391929","362"
"4224600","BARBER SCHOOL OF PITTSBURGH","PITTSBURGH","PA","Proprietary 2 Year","184096","51"
"4164900","BARONE BEAUTY ACADEMY","WILLIAMSPORT","PA","Proprietary 2 Year","141125","38"
"1191900","BEAVER FALLS BEAUTY ACADEMY","BEAVER FALLS","PA","Proprietary 2 Year","171850","52"
"4151700","BELLA CAPELLI ACADEMY","MONROEVILLE","PA","Proprietary 2 Year","440288","117"
"4041300","BERKS CAREER & TECHNOLOGY CENTER","LEESPORT","PA","Public 2 Year","75624","22"
"2253900","BERKS TECHNICAL INSTITUTE","WYOMISSING","PA","Proprietary 2 Year","9660644","2428"
"3101500","BIDWELL TRAINING CENTER","PITTSBURGH","PA","Private 2 Year","54435","10"
"331500","BLOOMSBURG UNIVERSITY OF PA","BLOOMSBURG","PA","Public 4 Year","13193273","3231"
"972100","BRADFORD SCHOOL","PITTSBURGH","PA","Proprietary 2 Year","1503071","329"
"322800","BRYN ATHYN COLLEGE OF THE NEW CHURCH","BRYN ATHYN","PA","Private 4 Year","520038","126"
"323700","BRYN MAWR COLLEGE","BRYN MAWR","PA","Private 4 Year","1056558","234"
"323800","BUCKNELL UNIVERSITY","LEWISBURG","PA","Private 4 Year","1654567","389"
"323900","BUCKS COUNTY COMMUNITY COLLEGE","NEWTOWN","PA","Public 2 Year","8545186","2611"
"2270500","BUCKS COUNTY SCHOOL OF BEAUTY CULT","FEASTERVILLE","PA","Proprietary 2 Year","157732","48"
"2544300","BUTLER BEAUTY SCHOOL","BUTLER","PA","Proprietary 2 Year","368808","95"
