"PELLID","Institution","City","State","Recipients","Awards"
"4626","Delgado Community College","New Orleans","LA","6062","11044080.77"
"2004","Dillard University","New Orleans","LA","1325","3004831.8500000001"
"15130","Elaine P. Nunez Community College","Chalmette","LA","1292","2206144.5600000001"
"2006","Grambling State University","Grambling","LA","3069","7313262.46"
"2007","Louisiana College","Pineville","LA","369","745247.77000000002"
"2010","Louisiana State University & Agricultural & Mechanical College","Baton Rouge","LA","5174","10516343.23"
"2012","Louisiana State University at Eunice","Eunice","LA","1604","2949633.4900000002"
"2014","Louisiana State University Health Sciences Center","New Orleans","LA","241","481632.75"
"2013","Louisiana State University in Shreveport","Shreveport","LA","1034","1853773.02"
"14675","Louisiana Tech College - Lafayette Campus","Lafayette","LA","341","713421.90000000002"
"13900","Louisiana Technical College - Acadian Campus","Crowley","LA","145","258243"
"5489","Louisiana Technical College - Alexandria Campus","Alexandria","LA","203","378424"
"15047","Louisiana Technical College - Ascension Campus","Sorrento","LA","15","25992"
"13919","Louisiana Technical College - Avoyelles Campus","Cottonport","LA","132","227823"
"14911","Louisiana Technical College - Bastrop Campus","Bastrop","LA","104","223704"
"5488","Louisiana Technical College - Baton Rouge Campus","Baton Rouge","LA","280","519130"
"14721","Louisiana Technical College - Coreil Campus","Ville Platte","LA","70","158365"
"5471","LOUISIANA TECHNICAL COLLEGE - DELTA OUACHITA CAMPUS","West Monroe","LA","225","402642"
"5484","Louisiana Technical College - Evangeline Campus","St Martinville","LA","102","195676"
"5483","Louisiana Technical College - Florida Parishes Campus","Greensburg","LA","27","45970"
"5482","Louisiana Technical College - Gulf Area Campus","Abbeville","LA","136","250103"
"5481","Louisiana Technical College - Hammond Area Campus","Hammond","LA","74","120310"
"7333","Louisiana Technical College - Jefferson Campus Metairie","Metairie","LA","64","115620"
"13580","LOUISIANA TECHNICAL COLLEGE - L.E. FLETCHER CAMPUS","Houma","LA","104","194140"
"15995","Louisiana Technical College - Lamar Salter Campus","Leesville","LA","119","192121"
"14682","Louisiana Technical College - Morgan Smith Campus","Jennings","LA","102","191636"
"15234","Louisiana Technical College - Natchitoches Campus","Natchitoches","LA","97","200417"
"13793","LOUISIANA TECHNICAL COLLEGE - NORTH CENTRAL CAMPUS","Farmerville","LA","95","173061"
"5475","Louisiana Technical College - Northeast Campus","Winnsboro","LA","92","182143"
"15072","LOUISIANA TECHNICAL COLLEGE - NORTHWEST LOUISIANA CAMPUS","Minden","LA","231","494295"
"15187","Louisiana Technical College - Oakdale Campus","Oakdale","LA","60","123297"
"16532","Louisiana Technical College - River Parishes Campus","Reserve","LA","42","109345"
"15207","Louisiana Technical College - Ruston Campus","Ruston","LA","76","108073"
"5470","Louisiana Technical College - Sabine Valley Campus","Many","LA","94","177255"
"13951","Louisiana Technical College - Shelby M. Jackson Campus","Ferriday","LA","78","143683"
"16998","Louisiana Technical College - Shreveport Bossier Campus","Shreveport","LA","239","455004"
"13933","Louisiana Technical College - Sidney N. Collier Campus","New Orleans","LA","180","316949"
"12413","Louisiana Technical College - Slidell Campus","Slidell","LA","76","150089"
"5467","Louisiana Technical College - Sowela Campus","Lake Charles","LA","394","770510"
"6756","Louisiana Technical College - Sullivan Campus","Bogalusa","LA","130","291506"
"5466","Louisiana Technical College - T. H.  Harris Campus","Opelousas","LA","322","664807"
"14595","Louisiana Technical College - Tallulah Campus","Tallulah","LA","136","263667"
"16999","Louisiana Technical College - Teche Area Campus","New Iberia","LA","171","300664"
"14113","Louisiana Technical College - West Jefferson Campus","Harvey","LA","59","118821"
"14149","Louisiana Technical College - Young Memorial Campus","Morgan City","LA","153","304327"
"30091","Louisiana Technical College Lafourche Campus","Thibodaux","LA","71","114659"
"13952","Louisiana Technical College, Huey P. Long Campus","Winnfield","LA","97","181926"
"2008","Louisiana Technical University","Ruston","LA","2380","4814650.9299999997"
"2011","Lousiana State University at Alexandria","Alexandria","LA","972","1640697.6399999999"
"2016","Loyola University New Orleans","New Orleans","LA","741","1493821.55"
"2017","McNeese State University","Lake Charles","LA","2091","4192730.0600000001"
"2005","Nicholls State University","Thibodaux","LA","2080","3709314.1899999999"
"2021","Northwestern State University","Natchitoches","LA","3888","7778246.8099999996"
"2023","Our Lady Of Holy Cross College","New Orleans","LA","359","695863.19999999995"
"31062","Our Lady of the Lake College","Baton Rouge","LA","356","541204"
"2027","Saint Joseph Seminary College","Saint Benedict","LA","17","42012.5"
"2024","Southeastern Louisiana University","Hammond","LA","5818","11717417.6"
"2025","Southern University and Agricultural & Mechanical Colg at Baton Rouge","Baton Rouge","LA","4798","11583982.85"
"2026","Southern University at New Orleans","New Orleans","LA","2680","6055964.3499999996"
"7686","Southern University at Shreveport - Bossier City","Shreveport","LA","919","1978214.5"
"2029","Tulane University","New Orleans","LA","1218","2297816.5"
"2031","University of Louisiana at Lafayette","Lafayette","LA","4758","9525543.4399999995"
"2020","University of Louisiana at Monroe","Monroe","LA","3820","8351220.2000000002"
"2015","University of New Orleans","New Orleans","LA","4285","8683744.7300000004"
"2032","Xavier University Of Louisana","New Orleans","LA","1610","3625766.8500000001"
"2114","American International College","Springfield","MA","475","948429.5"
"2115","Amherst College","Amherst","MA","200","437960"
"2117","Anna Maria College","Paxton","MA","157","272259"
"14133","Assabet Valley Regional Vocational School","Marlborough","MA","20","45769"
"2118","Assumption College","Worcester","MA","215","378608"
"2119","Atlantic Union College","South Lancaster","MA","425","738541.95999999996"
"2121","Babson College","Babson Park","MA","174","342314"
"32483","Baptist Bible College East","Boston","MA","23","33169"
"2122","Bay Path College","Longmeadow","MA","173","307358"
"2123","Becker College","Worcester","MA","383","697482"
"2124","Bentley College","Waltham","MA","604","1169048.97"
"2126","Berklee College of Music","Boston","MA","399","742407"
"2167","Berkshire Community College","Pittsfield","MA","558","882646.62"
"5523","Blue Hills Regional Technical School","Canton","MA","18","40951"
"3966","Boston Architectural Center","Boston","MA","65","95524"
"2128","Boston College","Boston","MA","1077","2253867"
"2129","Boston Conservatory","Boston","MA","58","131957"
"2130","Boston University","Boston","MA","2083","3880340"
"2132","Bradford College","Haverhill","MA","206","439377"
"2133","Brandeis University","Waltham","MA","471","967320.5"
"2183","Bridgewater State College","Bridgewater","MA","1243","2142144"
"2176","Bristol Community College","Fall River","MA","1632","2558923.0099999998"
"13542","Brockton Hospital School of Nursing","Brockton","MA","126","215503"
"11210","Bunker Hill Community College","Boston","MA","1790","3005563.02"
"15637","C. H. McCann Technical School","North Adams","MA","15","34734"
"21829","Cambridge College","Cambridge","MA","123","144471"
"2168","Cape Cod Community College","West Barnstable","MA","908","1330445.5800000001"
"2139","Clark University","Worcester","MA","466","866467.5"
"2140","College of Our Ladys of the Elms","Chicopee","MA","266","538623.08999999997"
"2141","College of the Holy Cross","Worcester","MA","223","450999.5"
"2143","Curry College","Milton","MA","350","668577.79000000004"
"2144","Dean College","Franklin","MA","277","536104.15000000002"
"5519","Diman Regional Vocational Technical Institute","Fall River","MA","20","46304"
"2145","Eastern Nazarene College","Quincy","MA","353","652050.13"
"2146","Emerson College","Boston","MA","433","730059.90000000002"
"2147","Emmanuel College","Boston","MA","224","406385"
"2148","Endicott College","Beverly","MA","236","439707.72999999998"
"2150","Fisher College","Boston","MA","785","1271230.3700000001"
"2184","Fitchburg State College","Fitchburg","MA","658","1195959"
"3967","Forsyth School for Dental Hygienists","Boston","MA","23","49800"
"2185","Framingham State College","Framingham","MA","549","969658.73999999999"
"2151","Franklin Institute of Boston","Boston","MA","195","402069"
"2153","Gordon College","Wenham","MA","363","627793.07999999996"
"15255","Greater Lowell Regional Vocational Technical School","Tyngsboro","MA","61","105228"
"2169","Greenfield Community College","Greenfield","MA","692","1091603"
"4661","Hampshire College","Amherst","MA","192","372690.09999999998"
"2155","Harvard University","Cambridge","MA","393","755337"
"2154","Hellenic College & Holy Cross Greek Orthodox School of Theology","Brookline","MA","14","32703"
"2170","Holyoke Community College","Holyoke","MA","1493","2518531.0499999998"
"6324","Laboure' College","Boston","MA","125","187601"
"2158","LASELL COLLEGE","Newton","MA","258","539431.12"
"6331","Lawrence Memorial Hospital, School of Nursing","Medford","MA","45","68961"
"2160","Lesley College","Cambridge","MA","456","806466"
"21430","Longy School of Music","Cambridge","MA","7","12875"
"6873","Marian Court College","Swampscott","MA","139","287317.35999999999"
"2171","Massachusetts Bay Community College","Wellesley Hills","MA","727","1190124.48"
"30974","Massachusetts Career Development Institute","Springfield","MA","11","14973"
"2180","Massachusetts College of Art","Boston","MA","333","623341"
"2187","Massachusetts College of Liberal Arts","North Adams","MA","440","834316.07999999996"
"2165","Massachusetts College of Pharmacy and Allied Health Sciences","Boston","MA","476","1008202.4"
"2178","Massachusetts Institute of Technology","Cambridge","MA","569","1137947.78"
"2181","Massachusetts Maritime Academy","Buzzards Bay","MA","137","279394"
"2177","Massasoit Community College","Brockton","MA","1380","2344016.8300000001"
"2120","Merrimack College","North Andover","MA","281","535168.23999999999"
"9936","Middlesex Community College","Bedford","MA","1212","1903038.99"
"12881","Montachusett Regional Vocational Technical School","Fitchburg","MA","17","31211"
"13774","Montserrat College of Art","Beverly","MA","100","189143"
"2192","Mount Holyoke College","South Hadley","MA","433","876910"
"2193","Mount Ida College","Newton","MA","520","1051376"
"2172","Mount Wachusett Community College","Gardner","MA","993","1432640.8999999999"
"2194","New England Conservatory of Music","Boston","MA","74","171090"
"7484","Newbury College","Brookline","MA","541","783738.5"
"2197","Nichols College","Dudley","MA","162","296364"
"15527","North Bennet Street School","Boston","MA","24","33489"
"2173","NORTH SHORE COMMUNITY COLLEGE","Danvers","MA","1961","3125456.48"
"2199","Northeastern University","Boston","MA","2409","4492422"
"2174","Northern Essex Community College","Haverhill","MA","2224","3061595.1800000002"
"2201","Pine Manor College","Chestnut Hill","MA","111","227536"
"31664","PITTSFIELD VOCATIONAL SCHOOL","Pittsfield","MA","9","18489"
"2205","Quincy College","Quincy","MA","853","1265475.8700000001"
"2175","Quinsigamond Community College","Worcester","MA","1139","1942613"
"2206","Regis College","Weston","MA","207","414708"
"11930","Roxbury Community College","Roxbury Crossing","MA","1566","2870107"
"2188","Salem State College","Salem","MA","1399","2650807"
"4667","School of The Museum of Fine Arts","Boston","MA","132","233658.5"
"31040","Shawsheen Valley Technical High School","Billerica","MA","17","32677"
"2208","Simmons College","Boston","MA","348","668028.06000000006"
"9645","Simon's Rock of Bard College","Great Barrington","MA","63","111569"
"2209","Smith College","Northampton","MA","544","1134016.8200000001"
"12386","Southeastern Regional Vocational Technical School","South Easton","MA","49","92956"
"2211","Springfield College","Springfield","MA","1107","1790085.24"
"5549","Springfield Technical Community College","Springfield","MA","1885","3288037.3599999999"
"6906","St Elizabeth's Hospital School of Nursing","Brighton","MA","10","14640"
"2214","St John's Seminary","Boston","MA","8","15825"
"2217","Stonehill College","Easton","MA","226","400068"
"2218","Suffolk University","Boston","MA","679","1345598"
"2219","Tufts University","Medford","MA","432","908340.87"
"2221","UNIVERSITY OF MASSACHUSETTS AT AMHERST","Amherst","MA","4324","8377466.5599999996"
"2222","University of Massachusetts at Boston","Boston","MA","2789","5279881"
"2210","University of Massachusetts at Dartmouth","North Dartmouth","MA","1283","2497276.4399999999"
"2161","University of Massachusetts at Lowell","Lowell","MA","1444","2664459"
"4669","Upper Cape Cod Regional Technical School","Bourne","MA","15","39558"
"31305","Urban College of Boston","Boston","MA","206","182989.89000000001"
"2224","Wellesley College","Wellesley","MA","376","813010"
"2225","Wentworth Institute of Technology","Boston","MA","578","1115924"
"34193","WESTERN MASS PRECISION INSTITUTE","WEST SPRINGFIELD","MA","12","18430"
"2226","Western New England College","Springfield","MA","483","879492"
