"OPEID","NAME","CITY","STATE","Type & Control","Recipients","Awards"
"315800","MURRAY STATE COLLEGE","TISHOMINGO","OK","Public 2 Year","1886","6775934.9999999898"
"2052700","NORTHEAST TECHNOLOGY CENTER","PRYOR","OK","Public 2 Year","287","882295"
"316000","NORTHEASTERN OKLAHOMA A & M COLLEGE","MIAMI","OK","Public 2 Year","1594","6269791"
"316100","NORTHEASTERN STATE UNIVERSITY","TAHLEQUAH","OK","Public 4 Year","4618","19600561"
"316200","NORTHERN OKLAHOMA COLLEGE","TONKAWA","OK","Public 2 Year","2654","9709142"
"2600000","NORTHWEST TECHNOLOG CTR SCH DIST 10","ALVA","OK","Public 2 Year","67","221919"
"316300","NORTHWESTERN OKLAHOMA STATE UNIV","ALVA","OK","Public 4 Year","1045","4389469"
"316400","OKLAHOMA BAPTIST UNIVERSITY","SHAWNEE","OK","Private 4 Year","570","2306150"
"316500","OKLAHOMA CHRISTIAN UNIVERSITY","OKLAHOMA CITY","OK","Private 4 Year","587","2432748"
"1039100","OKLAHOMA CITY COMMUNITY COLLEGE","OKLAHOMA CITY","OK","Public 2 Year","6458","20988792"
"316600","OKLAHOMA CITY UNIVERSITY","OKLAHOMA CITY","OK","Private 4 Year","533","2219225"
"3396300","OKLAHOMA HEALTH ACADEMY","TULSA","OK","Proprietary 2 Year","195","807733"
"3396400","OKLAHOMA HEALTH ACADEMY","MOORE","OK","Proprietary 2 Year","186","760885"
"317400","OKLAHOMA PANHANDLE STATE UNIVERSITY","GOODWELL","OK","Public 4 Year","632","2532283"
"3030700","OKLAHOMA SCHOOL OF PHOTOGRAPHY","MOORE","OK","Proprietary 2 Year","54","282034"
"964700","OKLAHOMA STATE UNIV, OKLA CITY","OKLAHOMA CITY","OK","Public 4 Year","3562","11081645"
"317000","OKLAHOMA STATE UNIVERSITY","STILLWATER","OK","Public 4 Year","5932","23820799"
"317200","OKLAHOMA STATE UNIVERSITY-OKMULGEE","OKMULGEE","OK","Public 4 Year","1723","8653365"
"315100","OKLAHOMA WESLEYAN UNIVERSITY","BARTLESVILLE","OK","Private 4 Year","526","1580219"
"398500","ORAL ROBERTS UNIVERSITY","TULSA","OK","Private 4 Year","1187","5045132.9999999898"
"1120600","PIONEER TECHNOLOGY CENTER","PONCA CITY","OK","Public 2 Year","115","420319"
"2306800","PLATT COLLEGE","TULSA","OK","Proprietary 4 Year","2020","8557858.0000000093"
"3124800","PLATT COLLEGE","LAWTON","OK","Proprietary 2 Year","288","1090100"
"3109800","PONCA CITY BEAUTY COLLEGE","PONCA CITY","OK","Proprietary 2 Year","61","238505"
"2597400","PONTOTOC TECHNOLOGY CENTER SCHOOL","ADA","OK","Public 2 Year","108","513622"
"3329400","PRYOR BEAUTY COLLEGE","PRYOR","OK","Proprietary 2 Year","83","353356"
"531200","RED RIVER TECHNOLOGY CENTER","DUNCAN","OK","Public 2 Year","112","374864"
"315600","REDLANDS COMMUNITY COLLEGE","EL RENO","OK","Public 2 Year","1137","3923036"
"316800","ROGERS STATE UNIVERSITY","CLAREMORE","OK","Public 4 Year","2377","8659977"
"918500","ROSE STATE COLLEGE","MIDWEST CITY","OK","Public 2 Year","4165","13787605"
"2184400","SAND SPRINGS BEAUTY COLLEGE","SAND SPRINGS","OK","Proprietary 2 Year","131","508849"
"317800","SEMINOLE STATE COLLEGE","SEMINOLE","OK","Public 2 Year","1324","4697729"
"3453400","SHAWNEE BEAUTY COLLEGE","SHAWNEE","OK","Proprietary 2 Year","37","142939"
"317900","SOUTHEASTERN OKLAHOMA STATE UNIV","DURANT","OK","Public 4 Year","1987","7940150.0000000102"
"314900","SOUTHERN NAZARENE UNIVERSITY","BETHANY","OK","Private 4 Year","885","3253962"
"1034200","SOUTHERN OKLAHOMA TECHNOLOGY CENTER","ARDMORE","OK","Public 2 Year","80","236765"
"3103800","SOUTHERN SCHOOL OF BEAUTY","DURANT","OK","Proprietary 2 Year","48","210126"
"3008700","SOUTHWEST TECHNOLOGY CENTER","ALTUS","OK","Public 2 Year","66","273197"
"318000","SOUTHWESTERN CHRISTIAN UNIVERSITY","BETHANY","OK","Private 4 Year","296","1094913"
"318100","SOUTHWESTERN OKLAHOMA STATE UNIV","WEATHERFORD","OK","Public 4 Year","2182","8661129.0000000093"
"767800","SPARTAN COLLEGE OF AERONAUTICS AND TECHN","TULSA","OK","Proprietary 4 Year","938","4177134"
"318300","ST GREGORY'S UNIVERSITY","SHAWNEE","OK","Private 4 Year","363","1355609"
"3024700","STILLWATER BEAUTY ACADEMY","STILLWATER","OK","Proprietary 2 Year","40","199206"
"3078500","TECH INST OF COSMETOLOGY ARTS & SCI","TULSA","OK","Proprietary 2 Year","32","177251"
"861900","TRI COUNTY TECHNOLOGY CENTER","BARTLESVILLE","OK","Public 2 Year","118","572173"
"976300","TULSA COMMUNITY COLLEGE","TULSA","OK","Public 2 Year","8913","29527323"
"531100","TULSA COUNTY AREA VOC TECH SCHOOL","TULSA","OK","Public 2 Year","535","1971964"
"961800","TULSA WELDING SCHOOL","TULSA","OK","Proprietary 2 Year","1915","7302618.0000000102"
"315200","UNIV OF CENTRAL OKLAHOMA","EDMOND","OK","Public 4 Year","5646","22365922"
"316700","UNIV OF SCIENCE & ARTS OF OKLAHOMA","CHICKASHA","OK","Public 4 Year","527","2439841"
"318400","UNIVERSITY OF OKLAHOMA","NORMAN","OK","Public 4 Year","5458","21344148"
"318500","UNIVERSITY OF TULSA","TULSA","OK","Private 4 Year","573","2542873"
"791100","VIRGILS BEAUTY COLLEGE","MUSKOGEE","OK","Proprietary 2 Year","34","128149"
"2600500","WES WATKINS TECHNOLOGY CENTER","WETUMKA","OK","Public 2 Year","137","604553"
"1076200","WESTERN OK AREA VOC TECH SCH DIST12","BURNS FLAT","OK","Public 2 Year","118","478432"
"314600","WESTERN OKLAHOMA STATE COLLEGE","ALTUS","OK","Public 2 Year","1003","3384404"
"2531200","WOODWARD BEAUTY COLLEGE","WOODWARD","OK","Proprietary 2 Year","23","116009"
"2556500","YUKON BEAUTY COLLEGE","YUKON","OK","Proprietary 2 Year","27","112529"
"3783400","ABDILL CAREER COLLEGE","MEDFORD","OR","Proprietary 2 Year","135","406314"
"1050700","ACADEMY OF HAIR DESIGN","SALEM","OR","Proprietary 2 Year","68","310718"
"781900","ART INSTITUTE OF PORTLAND (THE)","PORTLAND","OR","Proprietary 4 Year","1182","4569874"
"4171400","AVEDA INSTITUTE PORTLAND","PORTLAND","OR","Proprietary 2 Year","159","726010"
"2154400","BEAU MONDE CLG OF HAIR DESIGN","PORTLAND","OR","Proprietary 2 Year","149","676443"
"3668300","BIRTHINGWAY COLLEGE OF MIDWIFERY","PORTLAND","OR","Private 4 Year","37","128430"
"318600","BLUE MOUNTAIN COMMUNITY COLLEGE","PENDLETON","OR","Public 2 Year","1476","5586569"
"3042500","CARRINGTON COLLEGE","PORTLAND","OR","Proprietary 2 Year","1521","6025103.0000000102"
"318800","CENTRAL OREGON COMMUNITY COLLEGE","BEND","OR","Public 2 Year","4620","16165234"
"321800","CHEMEKETA COMMUNITY COLLEGE","SALEM","OR","Public 2 Year","7234","25283287"
"487800","CLACKAMAS COMMUNITY COLLEGE","OREGON CITY","OR","Public 2 Year","3239","11504350"
"318900","CLATSOP COMMUNITY COLLEGE","ASTORIA","OR","Public 2 Year","712","2293244"
"2106100","COLLEGE OF COSMETOLOGY","KLAMATH FALLS","OR","Proprietary 2 Year","76","362308"
"2337900","COLLEGE OF HAIR DESIGN CAREERS","SALEM","OR","Proprietary 2 Year","70","341499"
"2104900","COLLEGE OF LEGAL ARTS","PORTLAND","OR","Proprietary 2 Year","227","772459"
"888700","CONCORDE CAREER INSTITUTE","PORTLAND","OR","Proprietary 2 Year","847","3082535"
"319100","CONCORDIA UNIVERSITY","PORTLAND","OR","Private 4 Year","574","2249643"
"133900","CORBAN UNIVERSITY","SALEM","OR","Private 4 Year","412","1643570"
"319300","EASTERN OREGON UNIVERSITY","LA GRANDE","OR","Public 4 Year","2048","8086049"
"3074500","EAST-WEST COLLEGE OF THE HEALING ARTS","PORTLAND","OR","Proprietary 2 Year","226","524022"
"907900","EVEREST COLLEGE","PORTLAND","OR","Proprietary 2 Year","3765","13950804"
"319400","GEORGE FOX UNIVERSITY","NEWBERG","OR","Private 4 Year","785","3075502"
"732969","ITT TECHNICAL INSTITUTE","PORTLAND","OR","Proprietary 4 Year","1537","7475942.0000000102"
"3428300","KLAMATH COMMUNITY COLLEGE","KLAMATH FALLS","OR","Public 2 Year","1384","4972546"
"319600","LANE COMMUNITY COLLEGE","EUGENE","OR","Public 2 Year","9650","34392065.999999903"
"3022600","LE CORDON BLEU COLLEGE OF CULINARY ARTS","PORTLAND","OR","Proprietary 2 Year","2409","11684650"
"319700","LEWIS & CLARK COLLEGE","PORTLAND","OR","Private 4 Year","374","1521596"
"319800","LINFIELD COLLEGE","MCMINNVILLE","OR","Private 4 Year","762","2711341"
"693800","LINN BENTON COMMUNITY COLLEGE","ALBANY","OR","Public 2 Year","3500","12272176"
"319900","MARYLHURST UNIVERSITY","MARYLHURST","OR","Private 4 Year","426","1488998"
"320300","MOUNT ANGEL SEMINARY","ST BENEDICT","OR","Private 4 Year","26","129450"
"320400","MOUNT HOOD COMMUNITY COLLEGE","GRESHAM","OR","Public 2 Year","5140","17463629"
"320600","MULTNOMAH BIBLE COLLEGE/SEMINARY","PORTLAND","OR","Private 4 Year","350","1342235"
"2159700","NEW HOPE CHRISTIAN COLLEGE","EUGENE","OR","Private 4 Year","80","364526"
"320800","NORTHWEST CHRISTIAN UNIVERSITY","EUGENE","OR","Private 4 Year","279","1174749"
"2101000","NORTHWEST COLLEGE OF HAIR DESIGN","CLACKAMAS","OR","Proprietary 2 Year","539","2568263"
"2578800","NORTHWEST NANNIES INSTITUTE","LAKE OSWEGO","OR","Proprietary 2 Year","23","93450"
"3007300","OREGON COLLEGE OF ART & CRAFT","PORTLAND","OR","Private 4 Year","82","334272"
"488200","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","Public 4 Year","293","1176222"
"321100","OREGON INSTITUTE OF TECHNOLOGY","KLAMATH FALLS","OR","Public 4 Year","1262","5524889"
"321000","OREGON STATE UNIVERSITY","CORVALLIS","OR","Public 4 Year","7023","29413171.999999899"
"320700","PACIFIC NORTHWEST COLLEGE OF ART","PORTLAND","OR","Private 4 Year","335","1387597"
"321200","PACIFIC UNIVERSITY","FOREST GROVE","OR","Private 4 Year","567","2189186"
"1234800","PHAGANS BEAUTY COLLEGE","CORVALLIS","OR","Proprietary 2 Year","79","335022"
"1234700","PHAGANS CENTRAL OREGON BEAUTY CLG","BEND","OR","Proprietary 2 Year","155","718930"
"3185300","PHAGANS GRANTS PASS COLLEGE OF BTY","GRANTS PASS","OR","Proprietary 2 Year","67","308462"
"1012200","PHAGANS' MEDFORD BEAUTY SCHOOL","MEDFORD","OR","Proprietary 2 Year","89","367931"
"3074400","PHAGANS NEWPORT ACAD CSMTLGY CAREER","NEWPORT","OR","Proprietary 2 Year","37","147308"
"1235100","PHAGANS SCHOOL OF BEAUTY","SALEM","OR","Proprietary 2 Year","92","402575"
"1235000","PHAGANS SCHOOL OF HAIR DESIGN","MILWAUKIE","OR","Proprietary 2 Year","133","594071"
"2201900","PHAGANS' SCHOOL OF HAIR DESIGN","PORTLAND","OR","Proprietary 2 Year","179","834080"
"1300800","PHAGANS TIGARD BEAUTY SCHOOL","TIGARD","OR","Proprietary 2 Year","41","196037"
"2330100","PIONEER PACIFIC COLLEGE","WILSONVILLE","OR","Proprietary 4 Year","1858","7739174"
"4146500","PORTLAND ACTORS CONSERVATORY","PORTLAND","OR","Private 2 Year","9","41050"
"321300","PORTLAND COMMUNITY COLLEGE","PORTLAND","OR","Public 2 Year","16942","54333435.999999598"
"321600","PORTLAND STATE UNIVERSITY","PORTLAND","OR","Public 4 Year","9672","41466620.999999903"
"321700","REED COLLEGE","PORTLAND","OR","Private 4 Year","288","1174201"
"1018200","ROGUE COMMUNITY COLLEGE","GRANTS PASS","OR","Public 2 Year","4294","15279731"
"2344100","ROSEBURG BEAUTY COLLEGE","ROSEBURG","OR","Proprietary 2 Year","41","168198"
"4167400","SAGE SCHOOL OF MASSAGE & HEALING ARTS","BEND","OR","Proprietary 2 Year","20","61369"
"321900","SOUTHERN OREGON UNIVERSITY","ASHLAND","OR","Public 4 Year","2168","9281376.9999999907"
"322000","SOUTHWESTERN OREGON COMMUNITY CLG","COOS BAY","OR","Public 2 Year","1099","3765171"
"958100","SPRINGFIELD COLLEGE OF BEAUTY","SPRINGFIELD","OR","Proprietary 2 Year","104","507075"
"322100","TREASURE VALLEY COMMUNITY COLLEGE","ONTARIO","OR","Public 2 Year","2423","8485569.9999999907"
"322200","UMPQUA COMMUNITY COLLEGE","ROSEBURG","OR","Public 2 Year","3110","12274230"
"322300","UNIVERSITY OF OREGON","EUGENE","OR","Public 4 Year","5231","23101179"
"322400","UNIVERSITY OF PORTLAND","PORTLAND","OR","Private 4 Year","825","3507493"
"1230900","UNIVERSITY OF WESTERN STATES","PORTLAND","OR","Private 4 Year","28","67658"
"3642300","VALLEY MEDICAL COLLEGE","SALEM","OR","Proprietary 2 Year","361","1322203"
"322500","WARNER PACIFIC COLLEGE","PORTLAND","OR","Private 4 Year","978","4249268"
"320900","WESTERN OREGON UNIVERSITY","MONMOUTH","OR","Public 4 Year","2277","9480031.9999999907"
"322700","WILLAMETTE UNIVERSITY","SALEM","OR","Private 4 Year","503","1898086"
"708700","ABINGTON MEM HOSP SCHL OF NURSING","WILLOW GROVE","PA","Private 2 Year","83","348541"
"2289700","ACADEMY OF CREATIVE HAIR DESIGN","WILKES BARRE","PA","Proprietary 2 Year","165","545867"
"2178900","ACADEMY OF HAIR DESIGN","HAZELTON","PA","Proprietary 2 Year","60","214759"
"2234200","ACADEMY OF MEDICAL ARTS & BUSINESS","HARRISBURG","PA","Proprietary 2 Year","419","1791906"
"322900","ALBRIGHT COLLEGE","READING","PA","Private 4 Year","864","3167876"
"323000","ALLEGHENY COLLEGE","MEADVILLE","PA","Private 4 Year","579","2254093"
"2495500","ALL-STATE CAREER SCHOOL","LESTER","PA","Proprietary 2 Year","1121","3445695"
"3072400","ALL-STATE CAREER SCHOOL","WEST MIFFLIN","PA","Proprietary 2 Year","257","735018"
"2290400","ALTOONA BEAUTY SCHOOL, INC","ALTOONA","PA","Proprietary 2 Year","57","212894"
"323300","ALVERNIA UNIVERSITY","READING","PA","Private 4 Year","874","3631459"
"844100","ANTHEM INSTITUTE","SPRINGFIELD","PA","Proprietary 4 Year","1094","4088901"
"743000","ANTONELLI INST OF ART & PHOTOGRAPHY","ERDENHEIM","PA","Proprietary 2 Year","77","293466"
"3067000","ANTONELLI MEDICAL & PROF INST","POTTSTOWN","PA","Proprietary 2 Year","55","188733"
"323500","ARCADIA UNIVERSITY","GLENSIDE","PA","Private 4 Year","785","3072195"
"972300","ARIA HEALTH SCHOOL OF NURSING","PHILADELPHIA","PA","Private 2 Year","102","381886"
"835000","ART INSTITUTE OF PHILADELPHIA","PHILADELPHIA","PA","Proprietary 4 Year","2528","8823230"
"747000","ART INSTITUTE OF PITTSBURGH, THE","PITTSBURGH","PA","Proprietary 4 Year","19303","43471614.000000298"
"2557800","ART INSTITUTE OF YORK (THE) - PENNSYLVAN","YORK","PA","Proprietary 4 Year","464","1750923"
"1162100","AUTOMOTIVE TRAINING CENTER","EXTON","PA","Proprietary 2 Year","633","2649038"
"3110700","AVIATION INSTITUTE OF MAINTENANCE","PHILADELPHIA","PA","Proprietary 2 Year","335","1537356"
"267000","BAPTIST BIBLE COLG OF PENNSYLVANIA","CLARKS SUMMIT","PA","Private 4 Year","303","1173572"
"4164900","BARONE BEAUTY ACADEMY","WILLIAMSPORT","PA","Proprietary 2 Year","29","135546"
"1191900","BEAVER FALLS BEAUTY ACADEMY","BEAVER FALLS","PA","Proprietary 2 Year","59","240464"
"4151700","BELLA CAPELLI ACADEMY","MONROEVILLE","PA","Proprietary 2 Year","49","211304"
"2253900","BERKS TECHNICAL INSTITUTE","READING","PA","Proprietary 2 Year","1219","4936781"
"3101500","BIDWELL TRAINING CENTER","PITTSBURGH","PA","Private 2 Year","15","66125"
"331500","BLOOMSBURG UNIVERSITY OF PA","BLOOMSBURG","PA","Public 4 Year","2969","12565171"
"972100","BRADFORD SCHOOL","PITTSBURGH","PA","Proprietary 2 Year","464","2307575"
"322800","BRYN ATHYN COLLEGE OF THE NEW CHURCH","BRYN ATHYN","PA","Private 4 Year","55","189014"
"323700","BRYN MAWR COLLEGE","BRYN MAWR","PA","Private 4 Year","280","1154415"
"323800","BUCKNELL UNIVERSITY","LEWISBURG","PA","Private 4 Year","408","1608023"
"323900","BUCKS COUNTY COMMUNITY COLLEGE","NEWTOWN","PA","Public 2 Year","2513","7954022.0000000102"
"2270500","BUCKS COUNTY SCHOOL OF BEAUTY CULT","FEASTERVILLE","PA","Proprietary 2 Year","50","186243"
"2544300","BUTLER BEAUTY SCHOOL","BUTLER","PA","Proprietary 2 Year","137","551748"
"324000","BUTLER COUNTY COMMUNITY COLLEGE","BUTLER","PA","Public 2 Year","2035","6833038.9999999898"
"324100","CABRINI COLLEGE","RADNOR","PA","Private 4 Year","380","1526856"
"331600","CALIFORNIA UNIV OF PENNSYLVANIA","CALIFORNIA","PA","Public 4 Year","3115","12100397"
"488900","CAMBRIA-ROWE BUSINESS COLLEGE","JOHNSTOWN","PA","Proprietary 2 Year","336","1433340"
"4127500","CAREER DEVELOPMENT & EMPLOYMENT","WILKES BARRE","PA","Proprietary 2 Year","43","153540"
"3098600","CAREER TECH CTR OF LACKAWANNA CNTY","SCRANTON","PA","Public 2 Year","74","257791"
"2609500","CAREER TRAINING ACADEMY","NEW KENSINGTON","PA","Proprietary 2 Year","251","1025193"
"330300","CARLOW UNIVERSITY","PITTSBURGH","PA","Private 4 Year","788","2901544"
"324200","CARNEGIE MELLON UNIVERSITY","PITTSBURGH","PA","Private 4 Year","848","3484662"
"324300","CEDAR CREST COLLEGE","ALLENTOWN","PA","Private 4 Year","696","2549159"
"533500","CENTRAL PENN INST OF SCI & TECH PNP","PLEASANT GAP","PA","Public 2 Year","123","580020"
"489000","CENTRAL PENNSYLVANIA COLLEGE","SUMMERDALE","PA","Proprietary 4 Year","1072","3317678"
"2151500","CENTRAL SUSQUEHANNA LPN CENTER","LEWISBURG","PA","Public 2 Year","95","344145"
"324400","CHATHAM UNIVERSITY","PITTSBURGH","PA","Private 4 Year","321","1279233"
"324500","CHESTNUT HILL COLLEGE","PHILADELPHIA","PA","Private 4 Year","775","3381022"
"331700","CHEYNEY UNIVERSITY OF PENNSYLVANIA","CHEYNEY","PA","Public 4 Year","1149","5181058"
"2289800","CHI INSTITUTE - FRANKLIN MILLS","PHILADELPHIA","PA","Proprietary 2 Year","2478","8465322.9999999907"
"778100","CHI INSTITUTE/RETS CAMPUS","BROOMALL","PA","Proprietary 2 Year","837","2929974"
"653400","CITIZENS SCHOOL OF NURSING","NEW KENSINGTON","PA","Private 2 Year","103","383587"
"2550000","CLARION CO AREA VOC-TECH PRAC NRSG","SHIPPENVILLE","PA","Public 2 Year","35","214320"
"331800","CLARION UNIVERSITY OF PENNSYLVANIA","CLARION","PA","Public 4 Year","2534","9440548.0000000093"
"2169600","CLEARFIELD CTY CAREER AND TECH CNTR","CLEARFIELD","PA","Public 2 Year","77","304243"
"323100","COMM CLG OF ALLEGHENY-ALLEGHENY CMP","PITTSBURGH","PA","Public 2 Year","10134","33749075.999999903"
"2536600","COMMONWEALTH TECH INSTIT @ HIRAM G","JOHNSTOWN","PA","Public 2 Year","178","879821"
"680700","COMMUNITY COLLEGE OF BEAVER COUNTY","MONACA","PA","Public 2 Year","1437","5038607.0000000102"
"324900","COMMUNITY COLLEGE OF PHILADELPHIA","PHILADELPHIA","PA","Public 2 Year","14365","47001023.999999903"
"653700","CONEMAUGH VLY MEM HOSP SCH NRSNG","JOHNSTOWN","PA","Private 2 Year","66","274378"
"2289600","CONSOLIDATED SCHOOL OF BUSINESS","YORK","PA","Proprietary 2 Year","174","742895"
"3029900","CONSOLIDATED SCHOOL OF BUSINESS","LANCASTER","PA","Proprietary 2 Year","161","714856"
"1005500","CRAWFORD CNTY AREA VO-TECH PRAC NUR","MEADVILLE","PA","Public 2 Year","18","122946"
"752900","CTR ART TCH BRDYWN CMPS PRC NRS PRG","COATESVILLE","PA","Public 2 Year","117","465727"
"325100","CURTIS INSTITUTE OF MUSIC","PHILADELPHIA","PA","Private 4 Year","18","78676"
"3072600","DCI CAREER INSTITUTE","MONACA","PA","Proprietary 2 Year","190","763765"
"918600","DEAN INSTITUTE OF TECHNOLOGY","PITTSBURGH","PA","Proprietary 2 Year","144","518466"
"711000","DELAWARE COUNTY COMMUNITY COLLEGE","MEDIA","PA","Public 2 Year","4786","15742731"
"3128400","DELAWARE COUNTY TECHNICAL SCHOOL","BROOMALL","PA","Public 2 Year","90","455580"
"325200","DELAWARE VALLEY COLLEGE","DOYLESTOWN","PA","Private 4 Year","561","2063724"
"2492500","DELAWARE VLY ACAD MED DNTL ASSTS","PHILADELPHIA","PA","Proprietary 2 Year","83","300923"
"398600","DESALES UNIVERSITY","CENTER VALLEY","PA","Private 4 Year","590","2210578"
"325300","DICKINSON COLLEGE","CARLISLE","PA","Private 4 Year","296","1200790"
"2068300","DOUGLAS SCHOOL OF BUSINESS","MONESSEN","PA","Proprietary 2 Year","280","1386791"
"3031600","DPT BUSINESS SCHOOL","PHILADELPHIA","PA","Proprietary 2 Year","882","3422329"
"325600","DREXEL UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","3164","11407245"
"489300","DU BOIS BUSINESS COLLEGE","DU BOIS","PA","Proprietary 2 Year","333","1273045"
"325800","DUQUESNE UNIVERSITY","PITTSBURGH","PA","Private 4 Year","1353","5135824"
"332000","EAST STROUDSBURG UNIVERSITY","EAST STROUDSBURG","PA","Public 4 Year","1931","7813545.0000000102"
"2492600","EASTERN CTR ARTS AND TECH PR NSG","WILLOW GROVE","PA","Public 2 Year","77","336845"
"325900","EASTERN UNIVERSITY","ST DAVIDS","PA","Private 4 Year","1098","4295623"
"332100","EDINBORO UNIVERSITY OF PENNSYLVANIA","EDINBORO","PA","Public 4 Year","3312","13203391"
"4024300","EDUCATION AND TECHNOLOGY INSTITUTE","GREENSBURG","PA","Private 2 Year","8","17238"
"326200","ELIZABETHTOWN COLLEGE","ELIZABETHTOWN","PA","Private 4 Year","557","1963040"
"966400","EMPIRE BEAUTY SCHOOL","WHITEHALL","PA","Proprietary 2 Year","395","1433902"
"966500","EMPIRE BEAUTY SCHOOL","HARRISBURG","PA","Proprietary 2 Year","206","732855"
"966600","EMPIRE BEAUTY SCHOOL","READING","PA","Proprietary 2 Year","339","1254759"
"1054100","EMPIRE BEAUTY SCHOOL","MONROEVILLE","PA","Proprietary 2 Year","321","1265681"
"1054200","EMPIRE BEAUTY SCHOOL","WILKES-BARRE","PA","Proprietary 2 Year","366","1439761"
"1054300","EMPIRE BEAUTY SCHOOL","WILLIAMSPORT","PA","Proprietary 2 Year","269","982172"
"1097000","EMPIRE BEAUTY SCHOOL","LEBANON","PA","Proprietary 2 Year","59","261914"
"1102000","EMPIRE BEAUTY SCHOOL","LANCASTER","PA","Proprietary 2 Year","385","1443845"
"1102100","EMPIRE BEAUTY SCHOOL","YORK","PA","Proprietary 2 Year","429","1607130"
"1163800","EMPIRE BEAUTY SCHOOL","SHAMOKIN DAM","PA","Proprietary 2 Year","87","334668"
"1260500","EMPIRE BEAUTY SCHOOL","HANOVER","PA","Proprietary 2 Year","292","1243621"
"1260600","EMPIRE BEAUTY SCHOOL","POTTSVILLE","PA","Proprietary 2 Year","517","2238328"
"1260700","EMPIRE BEAUTY SCHOOL","STATE COLLEGE","PA","Proprietary 2 Year","41","194012"
"2149000","EMPIRE BEAUTY SCHOOL","WEST CHESTER","PA","Proprietary 2 Year","302","1253725"
"2288800","EMPIRE BEAUTY SCHOOL","WARMINSTER","PA","Proprietary 2 Year","233","1047363"
"489400","ERIE BUSINESS CENTER","ERIE","PA","Proprietary 2 Year","350","1476189"
"489401","ERIE BUSINESS CENTER - NEW CASTLE CAMPUS","NEW CASTLE","PA","Proprietary 2 Year","90","389251"
"2203900","ERIE INSTITUTE OF TECHNOLOGY","ERIE","PA","Proprietary 2 Year","292","1051795"
"709100","EVEREST INSTITUTE","PITTSBURGH","PA","Proprietary 2 Year","988","3458456"
"533000","FAYETTE CNTY AREA VOC TECH PRC NRSG","UNIONTOWN","PA","Public 2 Year","59","254846"
"3101400","FORBES ROAD CAREER & TECHNOLOGY CTR","MONROEVILLE","PA","Public 2 Year","3","12750"
"3011500","FORTIS INSTITUTE","FORTY FORT","PA","Proprietary 2 Year","413","1646447"
"3011600","FORTIS INSTITUTE","SCRANTON","PA","Proprietary 2 Year","418","1544573"
"326500","FRANKLIN & MARSHALL COLLEGE","LANCASTER","PA","Private 4 Year","266","1046885"
"791600","FRANKLIN CNTY CAREER & TECH CTR-PNP","CHAMBERSBURG","PA","Public 2 Year","31","143527"
"326600","GANNON UNIVERSITY","ERIE","PA","Private 4 Year","1080","4367080"
"326700","GENEVA COLLEGE","BEAVER FALLS","PA","Private 4 Year","890","3265290"
"326800","GETTYSBURG COLLEGE","GETTYSBURG","PA","Private 4 Year","345","1298369"
"1301500","GORDON PHILLIPS SCH BEAUTY CULTURE","PHILADELPHIA","PA","Proprietary 2 Year","911","3440814"
"978300","GORDON PHILLIPS SCH OF BEAUTY CULT","PHILADELPHIA","PA","Proprietary 2 Year","676","2620453"
"405800","GRATZ COLLEGE","MELROSE PARK","PA","Private 4 Year","5","17951"
"2112200","GREAT LAKES INSTITUTE OF TECHNOLOGY","ERIE","PA","Proprietary 2 Year","603","2464853"
"1086000","GREATER ALTOONA CAREER/TECH CENTER","ALTOONA","PA","Public 2 Year","130","675628"
"1000600","GREATER JOHNSTOWN AREA VOC TECH SCH","JOHNSTOWN","PA","Public 2 Year","220","979743"
"1096300","GREENE COUNTY VOC-TECH SCHOOL","WAYNESBURG","PA","Public 2 Year","24","149275"
"327000","GWYNEDD-MERCY COLLEGE","GWYNEDD VALLEY","PA","Private 4 Year","824","2983132"
"2276600","HANOVER PUBLIC SCH DIST PRAC NURSG","HANOVER","PA","Public 2 Year","17","70542"
"327200","HARCUM COLLEGE","BRYN MAWR","PA","Private 2 Year","814","3184125"
"327300","HARRISBURG AREA COMMUNITY COLLEGE","HARRISBURG","PA","Public 2 Year","10680","32287950"
"3948300","HARRISBURG UNIVERSITY OF SCIENCE AND TEC","HARRISBURG","PA","Private 4 Year","119","532876"
"327400","HAVERFORD COLLEGE","HAVERFORD","PA","Private 4 Year","196","818656"
"2554500","HAZLETON AREA CAREER CENTER PRACTICAL NU","HAZLETON","PA","Public 2 Year","40","102023"
"327500","HOLY FAMILY UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","749","2883598"
"3535300","HUNTINGDON COUNTY CAREER AND TECHNO","MILL CREEK","PA","Public 2 Year","18","68894"
"746900","HUSSIAN SCHOOL OF ART, INC.","PHILADELPHIA","PA","Proprietary 2 Year","76","333945"
"327600","IMMACULATA UNIVERSITY","IMMACULATA","PA","Private 4 Year","655","1965267"
"2350200","INDIANA COUNTY TECH CTR SCH PR NSG","INDIANA","PA","Public 2 Year","58","258061"
"327700","INDIANA UNIVERSITY OF PENNSYLVANIA","INDIANA","PA","Public 4 Year","5408","22213429"
"4155100","INSTITUTE OF MEDICAL CAREERS","PITTSBURGH","PA","Proprietary 2 Year","4","11120"
"4138300","INTERNATIONAL BEAUTY ACADEMY","PHILADELPHIA","PA","Proprietary 2 Year","52","159473"
